url,text,posted_at,total_reactions
https://www.linkedin.com/posts/kevinjosephmoore_i-want-to-express-my-sincere-gratitude-to-activity-7254845443354832896-uPHe?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"I want to express my sincere gratitude to Farhan Lalji, Omar Hassan, and the Global Growth Hub for the invitation to Expand North Star & GITEX conference held in Dubai last week. At the conference I had the opportunity to meet several talented founders including Emre Akyel, Jacek Figula, Alexander Morsakov, Rafael Sola, and Frank Malek. I also had the opportunity to build new relationship with other VCs including Keo Sar, Anthony Herman, Lauren Maillian, Jose Garcia Herz, Isabel Sabadi, and Bhawna B.. 

At the conference there were several panels to attend covering topics such as blockchain, climate, A.I., cleantech, ESG, fintech, and more. I was particularly curious to learn more about hot topics in fintech and what verticals founders and investors were most focused on. The three main topics discussed among panelists were cross border payments, embedded finance, and currency digitization. These categories tend not to be highly problematic in developed markets, but can be difficult to implement in parts of the world with less advanced technological infrastructure. The solutions being developed by founders to address these challenges were intriguing.

Outside of the conference, I was fortunate enough to experience touring Dubai. This was my first time there and I thought it was an incredible place. I look forward to returning at some point in the near future!",2024-10-23 15:25:42,69
https://www.linkedin.com/posts/kevinjosephmoore_venturecapital-entrepreneurshipjourney-activity-7171171669342978048-OwWg?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"I wrote a short article that provides more color on the journey (and difficulty) of starting a VC fund from the ground up, and the importance of finding partners who can help. #venturecapital #entrepreneurshipjourney",2024-03-06 16:55:59,67
https://www.linkedin.com/posts/kevinjosephmoore_docsend-simple-intelligent-modern-content-activity-7211823094041075716-2vD4?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"SERAC VENTURES FEMALE FOUNDERS REPORT

At Serac Ventures, we look for founders with big ideas who often lack traditional inroads to venture capital. We embrace founders from all backgrounds and walks of life. What matters most to us is clarity of vision and the entrepreneurial grit to make it a reality. While all of that is “good,” we want to be great. So, we asked ourselves how we can improve as a firm to ensure the makeup of our deal flow and portfolio includes those who have traditionally been left out of the venture capital ecosystem. One of the ways we intend to do that is by increasing the number of female founders in our pipeline who are building companies within our target investment areas. 

To chart a path forward for how we improve, we first needed to know where we were at. If we don’t know where we are we can’t possibly figure out where we want to go. Therefore, we created a report that highlights what’s happening with female founders in the VC industry writ large and how our firm compares to industry averages.  Our number one goal with this report is to be better and hold ourselves accountable. We also want to demonstrate to the industry our intentionality and desire to build an inclusive firm and have a positive impact on the VC industry.

To access the report, please download it here: https://lnkd.in/gjs_ufDH

Lastly, I want to give a HUGE shout out to Brayden Vanover who lead the charge on researching, writing, and putting this report together. Great work, Brayden!

#FemaleFounders",2024-06-26 22:10:14,63
https://www.linkedin.com/posts/solo-funds_mosummit-mo100-topimpactceo-activity-7167193972426129408-wQ9u?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"We are proud to share that our CEO Travis Holoway has been recognized in the 2024 #MOSummit 100 Top Impact CEO Ranking! The recognition presented by Big Path Capital  identifies the 100 most impactful leaders catalyzing positive social and environmental change through the dynamic companies they run. Check out the 2024 #MO100 ranking to learn more about what
drives our work and to view the other incredible leaders listed alongside us: 

https://lnkd.in/gEQ_dSyK

https://mo-100.com

#TopImpactCEO",2024-03-01 12:52:48,63
https://www.linkedin.com/posts/midcon-vc_mvcs2024-midconvcsummit-venturecapital-activity-7287892362658226176-MPpE?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Facts from the 2024 summit speaker, Kevin Moore, Founder & Managing Partner of Serac Ventures. His words perfectly align with the mission of the Midcon VC Summit: building connections that empower founders to turn bold ideas into reality.

#MVCS2024 #MidconVCSummit #VentureCapital #Entrepreneurship #Innovation #StartupEcosystem #Founders #Investors",2025-01-22 22:08:55,58
https://www.linkedin.com/posts/kevinjosephmoore_as-a-linkedin-top-venture-capital-voice-activity-7179182434066866177-_e76?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"As a LinkedIn Top Venture Capital Voice, I'm frequently sent AI-generated questions from LinkedIn surrounding topics in entrepreneurship and venture capital. I started answering these questions on a weekly basis since the beginning of the year, and have slowly started to develop a library of helpful insights for founders and others interested in VC. I consolidated my responses for the month of March and put them in a one-pager, which you can access below. I'll consolidate my responses from January and February and send those out as well, if helpful.

https://lnkd.in/gC9juiAP",2024-03-28 19:27:55,58
https://www.linkedin.com/posts/kevinjosephmoore_the-get-funded-newsletter-activity-7305186985122394112-wKYo?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"I'm excited to announce the next chapter of Get Funded Office Hours, a platform started by Serac Ventures to help founders everywhere grow their business. Sign up to our Newsletter (below) for more information!",2025-03-11 12:25:01,58
https://www.linkedin.com/posts/kevinjosephmoore_institutionalinvesting-fundmanagement-venturecapital-activity-7265014355786629121-OOvi?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,Raudline Etienne and the entire Daraja Capital team have played a critical role in our growth at Serac Ventures. We greatly appreciate their support and relationship!,2024-11-20 15:53:19,48
https://www.linkedin.com/posts/kevinjosephmoore_midconvc-venturecapital-fundraising-activity-7320527980164775936-FGA5?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"I'm looking forward to attending the Midcon VC summit on April 23rd and leading a workshop during one of the breakout sessions titled ""Demystifying Venture Capital: Making VC More Accessible to Founders & Investors."" I'll discuss how VC firms work, the importance of the VC asset class to investors, and share tips on how founders can best position themselves for VC funding. If you're attending the conference, please stop by!

Thank you to Nathaniel Harding, Mike Moradi, Susan Moring, Matt Waraich, and Simone Sparks for the invitation and opportunity to present at the conference!

#MIDCONVC, #VENTURECAPITAL, #FUNDRAISING, #STARTUPS, #INVESTORS",2025-04-22 21:24:39,46
https://www.linkedin.com/posts/kevinjosephmoore_daraja-capital-announces-strategic-investment-activity-7170790168235298817-FtzQ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,Thank you to Raudline Etienne  and the entire Daraja Capital  team for your trust and partnership with Serac Ventures.,2024-03-05 15:40:02,45
https://www.linkedin.com/posts/midcon-vc_seracventures-kevinmoore-oklahomacity-ugcPost-7267235680315990016-7R2y?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"In our next Midcon Markup episode, host Cody Merrill chats with Kevin Moore, Founder & Managing Partner of Serac Ventures. Kevin shares why overselling turns investors off—focus on real problems and challenges instead of flashy features or buyer lists. He also reminds founders that building a meaningful company takes time and grounded, honest leadership resonates most with investors. Keep an eye out for this episode coming next week!

#SeracVentures #KevinMoore #oklahomacity #oklahoma #MidconVC #MVC #MoreThanFlyovers #MVCS #MVCS24 #Midcon #Midcontinent #CortadoVentures #Founders #StartUpFounders #Startups #Okc #Oklahoma #OKCVC #OklahomaVC",2024-11-27 12:44:53,45
https://www.linkedin.com/posts/kevinjosephmoore_we-are-thrilled-to-announce-our-latest-investment-activity-7250274685605593089-SmeK?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,Phil and the entire FutureMoney team have been great to work with and we are truly excited to be a part of their journey!,2024-10-11 00:43:08,39
https://www.linkedin.com/posts/darrelfrater_we-are-excited-to-welcome-dominick-j-ardis-activity-7232738388741644288-NE06?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"We are excited to welcome Dominick J. Ard'is, I, Founder and CEO at ACT House, as a speaker at the Sports, Tech, and Venture Summit in Tulsa on September 6th! Dom will be sharing his insights on the Building a Thriving Tech/VC Ecosystem Panel.

Dominick is an incredible human being whose impact on the startup ecosystem, both here in Tulsa and across the country, is profound. His leadership and vision make him an invaluable voice in this conversation.

We can't wait to hear from Dom and learn from his experiences!

You can learn more and RSVP for a free ticket here:
https://lnkd.in/gXntQt-z",2024-08-24 01:42:24,39
https://www.linkedin.com/posts/kevinjosephmoore_expandnorthstar2024-startupevent-northstar-activity-7247202601073590272-7Qsz?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"I'm excited to attend the Expand North Star conference - the world's largest startup and investor show - happening from 13th to 16th October 2024 at Dubai Harbour. Network with over 1,000 investors, 60,000+ ecosystem enablers and see innovation at first hand from over 2,000 exhibitors. 

If you're interested in attending, register here: https://lnkd.in/gN2KHEW4

#ExpandNorthStar2024 #StartupEvent #NorthStar",2024-10-02 13:15:46,39
https://www.linkedin.com/posts/kevinjosephmoore_venturecapital-startupfunding-techinvestment-activity-7234531498849157122-Y3xh?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Thank you Sydney Wong, MBA  for having me on your podcast!",2024-08-28 14:05:20,38
https://www.linkedin.com/posts/kevinjosephmoore_as-a-founder-does-it-make-sense-to-raise-activity-7268304137329491968-G3b7?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"As a founder, does it make sense to raise venture capital or is it better to wait? 

I share my thoughts on the matter in this post.",2024-11-29 17:45:44,38
https://www.linkedin.com/posts/kevinjosephmoore_calling-all-founders-getfunded-office-hours-activity-7333839601029009409-UixH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Calling all Founders!

GetFunded Office Hours is an opportunity to get actionable feedback about your startup. Officers hours are hosted by me and ​Chris Tsakalakis who collectively bring more than 40 years of venture capital and operating experience.

​Our goal is to provide founders with the insights and guidance to help their business grow. If you're a founder and want to attend, please sign up at the link below and join us on June 6, 2025 at 12pm CT.

https://lu.ma/0ucoyt2m",2025-05-29 15:00:17,37
https://www.linkedin.com/posts/kevinjosephmoore_what-better-way-to-understand-venture-capital-activity-7199037938595164160-Itms?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,I recently participated in a podcast with Kyle Golding to discuss the VC industry at large and the value VCs bring to founders. Thank you again to the The Golding Group for having me on.,2024-05-22 15:26:36,36
https://www.linkedin.com/posts/kevinjosephmoore_this-is-kevin-moore-serac-ventures-activity-7282486931014217728-4Dm9?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Thank you Mike Hearne for interviewing me on your podcast. I've participated on several podcasts over the years, but the authenticity of your approach helped to reveal a side of my story that I usually don't tell many people about. Thank you again for the wonderful experience. #Thisisoklahoma

VIDEO

https://lnkd.in/g7uUians

AUDIO",2025-01-07 21:03:06,36
https://www.linkedin.com/posts/kevinjosephmoore_greenwood-rising-receives-a-50000-donation-activity-7165857624335347712-QCg-?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"I want to give a shoutout to Rachel Moore for representing Paycom for their financial commitment to supporting Greenwood Rising Black Wall St. Cultural Center in Tulsa, OK. #blackhistorymonth2024 

Way to lead from the front!",2024-02-21 00:59:52,35
https://www.linkedin.com/posts/kevinjosephmoore_in-the-month-of-february-we-will-be-sharing-activity-7298039993107652609-gQRh?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"In the month of February we will be sharing a series of educational posts for non-institutional investors. We get a lot of questions about private markets for those new to the asset class, so the goal is to make it easier to understand and more accessible to the average person.

In last week's post we discussed “What is Portfolio Construction and Why Does it Matter to Venture Capitalists?”

In this week’s post we discuss how venture capital compares to other asset classes.",2025-02-19 19:05:25,35
https://www.linkedin.com/posts/kevinjosephmoore_why-now-is-a-great-time-to-explore-vc-like-activity-7217533251555405824-5ZTZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Why Now is a Great Time to Explore VC
 
Like all asset classes, venture capital can experience highs and lows. During challenging economic periods such as the Great Financial Crisis (GFC) venture capitalists slowed their investment pace as raising capital from institutional investors was challenging and exit activity was sparse. As a result, startups seeking capital during this period had less bargaining power and were forced to lower valuations and cut operating costs. The paradox is that while it was a difficult period for VCs it was also the most favorable time to deploy capital because startup valuations were lower and the companies who survived were stronger as a result. Companies such as Dropbox, Fitbit, Glassdoor, Strava, Airbnb, Groupon, Asana and many others were all started during the GFC and have continued to be highly successful.
 
As shown below, venture returns post the GFC flourished and continued for 10+ years.
 
Fund Vintages/IRR (Source: Cambridge Associates, as of 6/30/2023)
2009 - 12%
2010 - 19%
2011 - 16%
2012 - 16%
2013 - 16%
2014 - 17%
2015 - 16%
2016 - 19%
2017 - 23%
2018 - 20%
2019 - 15%
2020 - 11%

**Median IRR over this period - 17%
 
At the onset of the COVID pandemic in 2020 venture returns slowed but rebounded to record levels in late 2020 and continued throughout 2021. According to Pitchbook, 2021 was arguably one of the most robust IPO markets for VC-backed companies ever. Now, similar to the GFC, the venture capital industry is in a reset period. With the ZIRP period ending, ongoing concerns about inflation, and heightened political uncertainty, capital has become more difficult to come by and startup valuations have once again decreased. These cycles come and go and for those interested in the sector, it could be a good time to dig deeper. 

For the PDF version, download here: https://lnkd.in/gK5ACmzc

Disclaimer: The material herein is provided for informational purposes only and should not be construed as investment advice or an offer or solicitation to buy or sell securities. The material is not intended to be used as a general guide to investing, or as a source of any specific investment recommendations, and makes no implied or express recommendations concerning the manner in which any investor should or would handle their investments, as appropriate investment strategies depend upon each investors investment objectives.",2024-07-12 16:20:22,35
https://www.linkedin.com/posts/kevinjosephmoore_there-are-several-traitscharacteristics-activity-7201567995301646336-ja-T?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"There are several traits/characteristics of successful founders, many of which are hard to measure. I believe that 90% of success is not giving up. I think most people would agree with this statement, but where we differ might be ""why"" certain founders succeed and others don't. I wrote this article to highlight a few things that I believe contribute to a founder's grittiness. I hope you enjoy it.",2024-05-29 15:00:08,34
https://www.linkedin.com/posts/kevinjosephmoore_calling-all-founders-getfunded-office-hours-activity-7328766144092217345-mS2G?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Calling all Founders!

GetFunded Office Hours is an opportunity to get actionable feedback about your startup. Officers hours are hosted by me and ​Chris Tsakalakis​ who collectively bring more than 40 years of venture capital and operating experience.

​Our goal is to provide founders with the insights and guidance to help their business grow. If you're a founder and want to attend, please sign up at the link below and join us on June 6, 2025 at 12pm CT.

https://lu.ma/0ucoyt2m",2025-05-15 15:00:10,33
https://www.linkedin.com/posts/kevinjosephmoore_get-funded-live-office-hours-in-person-activity-7238909146048217088-HVbs?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"💰 Get Funded! Live Office Hours (In-Person) by Serac Ventures 🚀

Join us in-person in Oklahoma City for the first ""Live"" Get Funded! Office Hours session.

Get Funded! is a safe space for founders to network with other founders and investors as well as an opportunity to sign up to pitch OKC Investors in-person.

Investor line up below:

Kevin Moore, Founder and Managing Partner at Serac Ventures
Matt Wilson, Managing Partner at Victorum Capital
Rod Whitson, Angel Investor and Certified EOS Implementer

Moderated by Darrel Frater ✝️ Frater, Senior Associate at Serac Ventures

Agenda:
12:30pm - Doors Open
1pm - Pitches Begin
2pm - Open Networking

Pitch Format: Short Elevator Pitch (< 1 Minute) followed by a short Q&A session.

Drinks and light food will be provided!

If you're a founder interested in attending and/or pitching at the event, or if you're an investor or ecosystem builder, please sign up below.

https://lu.ma/xtrzkgai",2024-09-09 16:00:32,33
https://www.linkedin.com/posts/kevinjosephmoore_founder-series-stories-of-resiliency-given-activity-7318271539265576960-WfBf?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"FOUNDER SERIES: STORIES OF RESILIENCY

Given the backdrop of what's happening in the world right now with geopolitics, the economy, and the overall effect on capital markets, I want to post a series of articles about resiliency told from the founder's perspective. 

Over the next four weeks, I'll be sharing four stories from different tech founders who've had to overcome great personal or professional obstacles to build their business. Sure, it would be easy to go to Google and retell the same stories of widely known founders of unicorn companies. But nah. I don't want to do that. I want to take a different approach. I want to share stories of founders that are currently on the rise and making progress, but they're still grinding trying to make it to the top.

If you're a tech founder and you'd like to share your story with me so I can share your journey with the world, please sign up using the link below. 

https://lnkd.in/gHZbgvKM

I look forward to diving into this series to motivate founders everywhere to stay resilient and keep growing.

Photo by Alex Gisby on Unsplash of a lone tree thriving in the desert. Perfect example of a resilient founder!

Please share this post with any tech founder you think might be interested.

Chris Tsakalakis, Devin Brown, Brayden Vanover, David Rodríguez, Miral Tripathi, Brylan Donaldson",2025-04-16 15:58:21,33
